date,idIBC,GI_name,kpi_id,KPI_name,unit,result,kpi_score,firmware_version
2017-10-09,270,GI#1,2,2_Water temperature,minutes,58.61666666666667,7,201710051
2017-10-10,270,GI#1,2,2_Water temperature,minutes,47.61666666666667,8,201710051
2017-10-12,270,GI#1,2,2_Water temperature,minutes,76.73333333333333,5,201710101
2017-10-16,270,GI#1,2,2_Water temperature,minutes,63.88333333333333,6,201710121
2017-02-01,270,GI#1,3,3_Gas temperature,minutes,112.28333333333333,0,201701312
2017-02-01,270,GI#1,3,3_Gas temperature,minutes,112.28333333333333,0,201702011
2017-02-01,270,GI#1,3,3_Gas temperature,minutes,112.28333333333333,0,201702012
2017-02-02,270,GI#1,3,3_Gas temperature,minutes,167.66666666666666,0,201702014
2017-02-03,270,GI#1,3,3_Gas temperature,minutes,104.76666666666667,0,201702022
2017-02-08,270,GI#1,3,3_Gas temperature,minutes,136.21666666666667,0,201702031
2017-02-13,270,GI#1,3,3_Gas temperature,minutes,270.73333333333335,0,NA
2017-02-15,270,GI#1,3,3_Gas temperature,minutes,30.783333333333335,6,201702151
2017-02-16,270,GI#1,3,3_Gas temperature,minutes,54.71666666666667,2,201702152
2017-02-17,270,GI#1,3,3_Gas temperature,minutes,34.63333333333333,6,201702162
2017-03-01,270,GI#1,3,3_Gas temperature,minutes,45.13333333333333,3,201702283
2017-03-08,270,GI#1,3,3_Gas temperature,minutes,24.35,8,201703071
2017-03-22,270,GI#1,3,3_Gas temperature,minutes,16.85,9,201703201
2017-03-24,270,GI#1,3,3_Gas temperature,minutes,205.2,0,NA
2017-04-07,270,GI#1,3,3_Gas temperature,minutes,12.833333333333334,10,201704071
2017-04-13,270,GI#1,3,3_Gas temperature,minutes,156.91666666666666,0,201704121
2017-04-13,270,GI#1,3,3_Gas temperature,minutes,156.91666666666666,0,201704131
2017-04-17,270,GI#1,3,3_Gas temperature,minutes,60.03333333333334,0,201704133
2017-04-18,270,GI#1,3,3_Gas temperature,minutes,51.483333333333334,2,201704171
2017-04-19,270,GI#1,3,3_Gas temperature,minutes,148.03333333333333,0,201704181
2017-04-21,270,GI#1,3,3_Gas temperature,minutes,66.31666666666666,0,201704201
2017-04-25,270,GI#1,3,3_Gas temperature,minutes,95.08333333333333,0,201704201
2017-04-27,270,GI#1,3,3_Gas temperature,minutes,38.3,5,201704261
2017-04-27,270,GI#1,3,3_Gas temperature,minutes,38.3,5,201704272
2017-04-28,270,GI#1,3,3_Gas temperature,minutes,12.95,10,201704273
2017-05-02,270,GI#1,3,3_Gas temperature,minutes,22.5,8,201705011
2017-05-03,270,GI#1,3,3_Gas temperature,minutes,13.166666666666666,10,NA
2017-05-04,270,GI#1,3,3_Gas temperature,minutes,95.7,0,201705033
2017-05-04,270,GI#1,3,3_Gas temperature,minutes,95.7,0,201705041
2017-05-05,270,GI#1,3,3_Gas temperature,minutes,46.95,3,201705042
2017-05-08,270,GI#1,3,3_Gas temperature,minutes,123.05,0,201705054
2017-05-08,273,GI#3,3,3_Gas temperature,minutes,109.71666666666667,0,201705081
2017-05-08,273,GI#3,3,3_Gas temperature,minutes,109.71666666666667,0,201705082
2017-05-09,270,GI#1,3,3_Gas temperature,minutes,121.48333333333332,0,201705084
2017-05-09,273,GI#3,3,3_Gas temperature,minutes,43.25,4,201705083
2017-05-18,273,GI#3,3,3_Gas temperature,minutes,380.9,0,201705181
